,credit_score,first_payment_date,maturity_date,msa,mortgage_insurance_pct,num_units,cltv,dti,original_upb,ltv,interest_rate,postal_code,original_loan_term,num_borrowers,property_valuation_method,max_delinquency,avg_delinquency,months_delinquent,loan_age_max,loan_age_avg,remaining_term_avg,current_rate_avg,current_rate_max,current_rate_min,estimated_ltv_avg,estimated_ltv_max,ever_modified,modification_count,ever_assistance,assistance_count,ever_zero_balance,rate_volatility,credit_score_norm,dti_norm,interest_rate_norm,ltv_norm,num_borrowers_norm,bss_level,delinquency_intensity,modification_intensity,assistance_intensity,eltv_drift,year,quarter_num,serviceability_score
assistance_count,-0.14985142675559257,-0.00794986096247716,0.035353351592389025,0.0014768067939861745,0.04176436583476419,0.021314513139964457,0.0484221517613728,0.08952946777474119,0.022622023273306355,0.046254334486775676,0.07535193530205564,-0.01225225100352257,0.03543184957166033,-0.047716228094141465,0.01412871449346929,0.817230073648103,0.6120532222806274,0.771098674996523,0.15686588494179915,0.14566044251292123,0.04557236239933488,0.02886459329267257,0.07551820401377357,-0.02738453645784298,-0.029660389489361443,-0.07699372598093995,0.530703369745539,0.4750615904223478,0.7848858096879183,1.0,-0.16215946179084897,0.39093788087627973,-0.1497035483662264,-0.08952946777474007,-0.06847228012169473,-0.026588284277236637,-0.03578480353856777,-0.15764561980682723,0.750911917899328,0.4758131415875249,0.9395456798528674,-0.03332299075077843,,-0.002426016473363411,-0.13929236722652705
ever_zero_balance,0.0631451640374692,0.024569006034277446,0.07688019566011312,0.007290389865432026,0.04476198132649963,-0.03383555639657272,0.07152555317878882,-0.007063703480624363,0.18286876323861037,0.07062341936121909,0.04700485490283298,0.0795006467341456,0.07669007695525892,0.04610939768011253,-0.019716847006067947,-0.1459794377565181,-0.06651676870321675,-0.19166016282106893,-0.8587819222266206,-0.8557260281748683,0.239238652327275,0.05790182878108147,0.047016444952886226,0.06621377016759424,0.1347976710693168,0.5266508080337681,-0.11457925005900567,-0.12466961561002574,-0.14239640528596617,-0.16215946179084897,1.0,-0.07758142444622675,0.06334046799489264,0.00706370348062672,0.01366011050168049,0.005086038210108933,0.0090598264988619,0.04552465600258319,-0.11664517241261396,-0.11399665796140243,-0.09421697979799908,0.12946632335878527,,0.051823613083301225,-0.0015712544803847166
rate_volatility,-0.05506165839382803,0.001965180257964928,0.022625913778347946,-3.7520264250294986e-06,0.034854586487507055,0.00653275646030855,0.032392175740016564,0.031033916758246956,0.01945976693802365,0.03173044350627617,0.05525948260814021,-0.004146742296471166,0.022614779698294243,-0.01861653074710773,0.006295792905793867,0.37240647626150514,0.2935540869130683,0.3442085097596152,0.00962163079061157,-9.36822647607627e-05,0.07848927390053924,-0.06573588619479756,0.055469613023704026,-0.20503292141118745,-0.011005749290922802,-0.03948387352356547,0.6429817051209366,0.6680831118560034,0.2363204630473032,0.39093788087627973,-0.07758142444622675,1.0,-0.05562629763138487,-0.031033916758246467,-0.03943472114834811,-0.006831686769740644,-0.01698979795397353,-0.060769385612899636,0.43011178100242503,0.6986331795390649,0.46112734312167086,-0.013503137352271008,,0.010516536522080596,-0.05769158843726904
credit_score_norm,0.9980829865798785,0.012752292027179183,-0.0040975264926372545,-0.002225785512326284,-0.031144155461244008,0.007600496881288233,-0.05436570040743651,-0.13780845885373896,0.06524366592880797,-0.05126089459505154,-0.2543805902802052,-0.008845377963188109,-0.004207225286272185,-0.04407019108833034,-0.026525153345769898,-0.15232998850240145,-0.11091603386166814,-0.18504744848898427,-0.07090595098631089,-0.06748031879203024,0.0022396698827793484,-0.2473001839581153,-0.25441479702348624,-0.2349613849253555,0.01904146206317711,0.0372281769291544,-0.09088151383630276,-0.07947448645226415,-0.167276298881162,-0.1497035483662264,0.06334046799489264,-0.05562629763138487,1.0,0.1378084588537297,0.22684927015878292,0.027280220897758434,-0.030738364876541056,0.6347131467572792,-0.18439856100946891,-0.07968403025363395,-0.14509942768008247,0.023080082955231694,,0.0018134651183679441,0.4227325291849498
dti_norm,0.1386816073034232,0.009177718722895592,-0.11853646542799622,-0.027643504141772645,-0.07445551354209039,-0.022452562135593036,-0.09085557932951999,-0.9999999999999928,-0.13021368676727496,-0.08912240925640105,-0.11800160575369716,-0.0549158107276721,-0.11864888517918537,0.07348145620984572,-0.015843473231341693,-0.08039714548279187,-0.05347831024631449,-0.07616695480491432,0.0071963947825254655,0.009505197819464833,-0.11823871689909138,-0.1141290297288968,-0.1180305576805732,-0.10770309622571536,-0.025711361631868598,-0.0060645881504722225,-0.04316786068506892,-0.03825034138451847,-0.10509047169244276,-0.08952946777474007,0.00706370348062672,-0.031033916758246467,0.1378084588537297,1.0,0.0956365540607443,0.04123853538712019,0.05927652581674343,0.6508999525806464,-0.07933030473398364,-0.03863832950633213,-0.08820534479436361,-0.018827039437694423,,-0.004613203350404583,0.7850085917779854
interest_rate_norm,0.23121394083751204,0.16787892815199185,-0.33105323489101174,-0.02822218383826867,0.0018828286324490634,-0.09805919818382584,-0.08499821306731405,-0.09563655406072312,0.07284885387618227,-0.08232760148701909,-0.5076094969264066,-0.08020146019748303,-0.3326901445537139,0.04510982721256908,-0.07428999300927376,-0.07298254717304388,-0.054614515465029156,-0.08024891072219618,-0.031653817370463404,-0.029187470695975198,-0.31336101071929573,-0.5021755552489351,-0.5075620661048852,-0.4873153070876965,-0.056985991239454574,-0.02310973125779509,-0.04331198842783742,-0.03865506051118143,-0.07738167156497465,-0.06847228012169473,0.01366011050168049,-0.03943472114834811,0.22684927015878292,0.0956365540607443,1.0,0.54848109989021,-0.23144527431831313,0.3285108972032222,-0.08291015394068396,-0.03871174680594208,-0.06715430813829773,-0.05064195592060858,,0.5905861335600194,0.1865937158855459
ltv_norm,0.03755004730637389,0.2585924908190156,-0.10472375364678993,0.01172398886586324,-0.28394696483024157,0.026531901709237585,-0.46615398571472394,-0.04123853538715416,-0.06890564662562856,-0.47054543512321195,0.22703155621506105,0.025835155995963,-0.10710262492288061,0.03864228597818594,-0.0489370576467018,-0.024881364093543554,-0.01606234139333756,-0.02473595147221315,-0.05306044630567023,-0.05241457569325011,-0.09247684652624315,0.2276348672605652,0.22702180816205855,0.2243134800639646,-0.016315246949747716,-0.011281410372129482,-0.017577914758400127,-0.017507685399150458,-0.030792989605202572,-0.026588284277236637,0.005086038210108933,-0.006831686769740644,0.027280220897758434,0.04123853538712019,0.54848109989021,1.0,-0.33519776817460134,0.07587483200639271,-0.021554961706301837,-0.016069574556433566,-0.022767670665701456,0.02044653114019575,,0.8233111636936403,0.27677002854524907
num_borrowers_norm,-0.03690927367107005,-0.12397825089730344,-0.05999987570774643,0.017554253227694383,-0.0667363988990429,-0.007729877980255926,-0.06674394843293958,-0.05927652581676078,0.11266480136746851,-0.06928192110996832,-0.20288729560511692,0.04250490826689109,-0.0588813595241982,0.745453616924432,0.0006917532669874969,-0.044692447114484266,-0.03620087323775874,-0.050412264619919336,0.010649642468445717,0.011702876753176295,-0.060334744007503945,-0.20053673483465784,-0.2029139790343507,-0.19450204666558507,-0.024704652106986292,-0.0008798045330638384,-0.023875114989523088,-0.021084723682493835,-0.036784503171852626,-0.03578480353856777,0.0090598264988619,-0.01698979795397353,-0.030738364876541056,0.05927652581674343,-0.23144527431831313,-0.33519776817460134,1.0,0.3619504992608328,-0.051209643711293405,-0.021621614423445058,-0.03510750986698731,-0.019317916218138106,,-0.43919758193161,0.2024848510765642
bss_level,0.6306354870989576,0.014157532797713104,-0.164630498699495,-0.015050658213516126,-0.10555189140842827,-0.03392910394309363,-0.14405540315746612,-0.650899952580645,0.026211366324205107,-0.14352979855502582,-0.37127437893227827,-0.03542080134870327,-0.16479887074712848,0.34717507718014673,-0.03950682323053508,-0.15795461608918349,-0.11314696556153095,-0.17475031397173243,-0.04240917309583582,-0.038251443977525994,-0.15608289198303207,-0.36343427370664977,-0.37130423575371047,-0.34833383719852984,-0.026695963329253555,0.011051124653703732,-0.08974347569053887,-0.07902813186065338,-0.1791262023117672,-0.15764561980682723,0.04552465600258319,-0.060769385612899636,0.6347131467572792,0.6508999525806464,0.3285108972032222,0.07587483200639271,0.3619504992608328,1.0,-0.1767091301790373,-0.07929881754881828,-0.15397110850346618,-0.015597033238698777,,-8.531965173866318e-06,0.7756990668743323
delinquency_intensity,-0.1844036669001793,-0.004730468800608002,0.03599528646381104,0.000436073133980652,0.043402597483038485,0.00994873722209299,0.04686512237660506,0.07933030473398195,0.0006023317247454159,0.0448883019915856,0.09752572877897864,-0.01147471764447421,0.03604871759603575,-0.06496644146416419,0.014364437482474103,0.8147661019414715,0.7461991040740491,0.922760739673138,0.10317146564511584,0.08973799955753708,0.06806062728042883,0.045135846087164276,0.09774286074839612,-0.01576051392157079,-0.024119223136636732,-0.07096584516225857,0.6281448746688685,0.5708282326584755,0.6261014547715809,0.750911917899328,-0.11664517241261396,0.43011178100242503,-0.18439856100946891,-0.07933030473398364,-0.08291015394068396,-0.021554961706301837,-0.051209643711293405,-0.1767091301790373,1.0,0.5969728573912804,0.7870126568440428,-0.027666250568372262,,0.0027480445503566715,-0.14541469362343695
modification_intensity,-0.07970687886524663,-0.0031109906306296736,0.019452643316040432,0.002720491914971809,0.03288261666961206,0.0031205176848505003,0.03220290608996595,0.03863832950633237,0.012922122927511525,0.03132624277112939,0.044827064574433736,-0.007496810826373884,0.01948489901346232,-0.02808386539120958,0.005150650497050278,0.44575806911532534,0.35248701252431175,0.4917211209415162,0.019940893980974556,0.003076370469900599,0.10454827532034142,-0.047839524347443166,0.04503083370325515,-0.13708877928448135,-0.020336237364141245,-0.06460719569155618,0.8803146779944998,0.9743328425672706,0.32238525998045703,0.4758131415875249,-0.11399665796140243,0.6986331795390649,-0.07968403025363395,-0.03863832950633213,-0.03871174680594208,-0.016069574556433566,-0.021621614423445058,-0.07929881754881828,0.5969728573912804,1.0,0.5514989339529132,-0.0228159226870686,,0.0006956738847109729,-0.07204514933662798
assistance_intensity,-0.1449474691129044,-0.004982961338957683,0.038303597438871455,0.002502172028545626,0.044483129431224185,0.01907395787116245,0.051166948523801416,0.08820534479436136,0.03189965317634144,0.048891564023084144,0.07994088453488596,-0.007419518368223782,0.03835572371095125,-0.04397230681681973,0.013668137150608562,0.7765023623445162,0.6044821912026258,0.7123664951785041,0.09031643816565882,0.07912919282819378,0.06755751747050391,0.0256896750253195,0.08022441649607866,-0.04097889854063475,-0.022399328576428422,-0.045313881241140316,0.5813075865765094,0.5242177653444473,0.7743885131942136,0.9395456798528674,-0.09421697979799908,0.46112734312167086,-0.14509942768008247,-0.08820534479436361,-0.06715430813829773,-0.022767670665701456,-0.03510750986698731,-0.15397110850346618,0.7870126568440428,0.5514989339529132,1.0,-0.02625705200705665,,0.0034630545055248196,-0.13763590833297645
eltv_drift,0.022829898219670897,0.021140299682211622,0.030316763145241205,0.012569386258367905,-0.027856539121957555,0.221720060444048,-0.020545137138909868,0.018827039437692893,0.005142060877134669,-0.020453186306051592,0.07396195902731438,-0.008337855268040496,0.030156560136935837,-0.016845939985605286,0.04975140973014378,-0.030282773958653485,-0.017365839463122156,-0.038579524091751326,-0.181197437305113,-0.1790707610122477,0.06350692150236315,0.0757320882734024,0.07396067308132986,0.07600382127982563,0.9969497284702319,0.2382017680564348,-0.023826086759248376,-0.0233896463290995,-0.03238755100274047,-0.03332299075077843,0.12946632335878527,-0.013503137352271008,0.023080082955231694,-0.018827039437694423,-0.05064195592060858,0.02044653114019575,-0.019317916218138106,-0.015597033238698777,-0.027666250568372262,-0.0228159226870686,-0.02625705200705665,1.0,,0.012067005192199325,0.0016600104915957068
year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quarter_num,0.013558679027155261,0.31009246762663045,0.061406353970500704,-0.011023269559822413,0.0699275861164074,-0.010694437464014642,0.06551353610767309,0.004613203350444244,0.00722832912504369,0.06722279301623113,0.3740965233686333,-0.0196748710847191,0.05860942220105941,0.014669973697808472,-0.008464670000269408,-0.0038223920916385843,0.0011553863298867928,-0.0023154238546977115,-0.11503747963698828,-0.11534557636766432,0.07940014974931003,0.3722546354560521,0.37410906562720625,0.3639976956348,0.017308684338292173,0.0237129947931919,-0.00027489420139582897,-0.0005647344591364663,-0.004074364057334652,-0.002426016473363411,0.051823613083301225,0.010516536522080596,0.0018134651183679441,-0.004613203350404583,0.5905861335600194,0.8233111636936403,-0.43919758193161,-8.531965173866318e-06,0.0027480445503566715,0.0006956738847109729,0.0034630545055248196,0.012067005192199325,,1.0,-0.02948426651629531
serviceability_score,0.42361468118989787,0.009837088603544219,-0.2334180849158827,0.003722313873960084,-0.4023727470288992,0.017780748546065445,-0.5771530978361967,-0.7850085917779851,-0.11000061659763449,-0.5803622683670002,-0.249874629536918,0.006865454297489568,-0.23356398871879872,0.24787336823719178,-0.06329022912653996,-0.13302074986042353,-0.09518487613409819,-0.14261099422954424,0.012296721614923924,0.016116613264627287,-0.23208500407802443,-0.24243259240987086,-0.24992416525006117,-0.23012558831306318,-0.04330428515197817,-0.01745780567040029,-0.07990092195692156,-0.07199373320817884,-0.15848947415526438,-0.13929236722652705,-0.0015712544803847166,-0.05769158843726904,0.4227325291849498,0.7850085917779854,0.1865937158855459,0.27677002854524907,0.2024848510765642,0.7756990668743323,-0.14541469362343695,-0.07204514933662798,-0.13763590833297645,0.0016600104915957068,,-0.02948426651629531,1.0
