iter	Passed	Remaining
307	179943	404287
308	181293	405416
309	182322	405815
310	183148	405753
311	184165	406109
312	184966	405981
313	185928	406201
314	186738	406081
315	187465	405780
316	188175	405437
317	188837	404992
318	189475	404490
319	190130	404027
320	190757	403502
321	191848	403954
322	192529	403537
323	193131	402953
324	193822	402553
325	194480	402085
326	195094	401523
327	195767	401083
328	196335	400428
329	197111	400195
330	197647	399474
331	198241	398871
332	198791	398179
333	199330	397466
334	199816	396650
335	200305	395842
336	200864	395171
337	201417	394491
338	202003	393876
339	202575	393235
340	203162	392622
341	203822	392150
342	204364	391450
343	204961	390856
344	205540	390229
345	206024	389421
346	206557	388708
347	207060	387941
348	207576	387197
349	208251	386753
350	208772	386020
351	209342	385380
352	209862	384648
353	210405	383959
354	211057	383470
355	211580	382747
356	212318	382410
357	212952	381887
358	213472	381157
359	214130	380677
360	214688	380016
361	215302	379454
362	215874	378821
363	216421	378143
364	216982	377489
365	217599	376934
366	218142	376251
367	218777	375726
368	219371	375131
369	220018	374625
370	220648	374091
371	221189	373405
372	221779	372804
373	222383	372225
374	222913	371522
375	223553	371003
376	224160	370430
377	224710	369762
378	225244	369068
379	225933	368628
380	226485	367964
381	227001	367242
382	227466	366440
383	228187	366050
384	229236	366183
385	230299	366330
386	231025	365939
387	231669	365417
388	232612	365362
389	233793	365677
390	234803	365716
391	235614	365442
392	236198	364814
393	236918	364397
394	237571	363875
395	238231	363362
396	238790	362696
397	239460	362198
398	239982	361477
399	240625	360937
400	241228	360338
401	241939	359900
402	242573	359345
403	243277	358894
404	243787	358156
405	244426	357609
406	245099	357109
407	245634	356410
408	246227	355795
409	246839	355208
410	247468	354644
411	248044	354005
412	248671	353438
413	249259	352817
414	249888	352253
415	250513	351681
416	251255	351275
417	251919	350758
418	252636	350314
419	253225	349692
420	253883	349165
421	254527	348617
422	255057	347915
423	255666	347320
424	256254	346697
425	256913	346169
426	257518	345569
427	258073	344902
428	258604	344203
429	259248	343655
430	259854	343055
431	260443	342435
432	260986	341753
433	261666	341251
434	262282	340666
435	262887	340065
436	263587	339587
437	264282	339102
438	264869	338477
439	266124	338704
440	266963	338395
441	267632	337870
442	268270	337305
443	268950	336794
444	269433	336034
445	270023	335410
446	270622	334796
447	271172	334123
448	271972	333757
449	272680	333275
450	273503	332934
451	274299	332557
452	274830	331859
453	275540	331376
454	276190	330821
455	276787	330202
456	277316	329502
457	277988	328973
458	278836	328650
459	279447	328046
460	279933	327297
461	280628	326792
462	281178	326118
463	281820	325550
464	282576	325114
465	283343	324689
466	283935	324063
467	284519	323428
468	285157	322853
469	285727	322202
470	286503	321784
471	287104	321168
472	287736	320585
473	288372	320008
474	288921	319334
475	289525	318721
476	290063	318036
477	290520	317263
478	291200	316733
479	291932	316260
480	292622	315740
481	293298	315204
482	293830	314514
483	294436	313902
484	295160	313417
485	295747	312786
486	296396	312221
487	297099	311710
488	297910	311313
489	298651	310841
490	299272	310243
491	299942	309696
492	300751	309291
493	301436	308758
494	302124	308228
495	302722	307604
496	303406	307069
497	304079	306522
498	304629	305850
499	305204	305204
500	305845	304625
501	306509	304067
502	307279	303614
503	308027	303138
504	308679	302566
505	309539	302198
506	310322	301753
507	311096	301298
508	311957	300925
509	312581	300323
510	313125	299644
511	314090	299367
512	314647	298700
513	315299	298123
514	316011	297602
515	316728	297086
516	317385	296513
517	318090	295983
518	318741	295403
519	319497	294920
520	320151	294342
521	320747	293711
522	321460	293186
523	322139	292630
524	322831	292086
525	323545	291559
526	324300	291070
527	325106	290625
528	325720	290008
529	326420	289466
530	326939	288765
531	327513	288113
532	328298	287645
533	329124	287213
534	329824	286669
535	330517	286119
536	331173	285536
537	331980	285083
538	333779	285477
539	334489	284935
540	335076	284288
541	335862	283809
542	336553	283250
543	337327	282760
544	337846	282054
545	338607	281552
546	339303	280995
547	340007	280444
548	340674	279862
549	341332	279272
550	341960	278657
551	342673	278112
552	343257	277460
553	343824	276797
554	344435	276169
555	344981	275488
556	345647	274904
557	346107	274156
558	346751	273554
559	347382	272943
560	348073	272378
561	348914	271930
562	349454	271246
563	350256	270765
564	351114	270327
565	351830	269778
566	352553	269233
567	353283	268694
568	354061	268190
569	354733	267606
570	355457	267060
571	356166	266502
572	356975	266018
573	357637	265424
574	358428	264925
575	359179	264395
576	359856	263811
577	360527	263222
578	361578	262909
579	362293	262350
580	363278	261985
581	364028	261449
582	364963	261045
583	365569	260405
584	366304	259857
585	367063	259324
586	367683	258693
587	368322	258076
588	369072	257536
589	369700	256910
590	370610	256479
591	371316	255907
592	372460	255634
593	373171	255063
594	374913	255193
595	375770	254716
596	376543	254182
597	377311	253644
598	378040	253078
599	378834	252556
600	379590	252007
601	380225	251378
602	380987	250832
603	381772	250301
604	382575	249780
605	383565	249380
606	384580	248995
607	385374	248464
608	386222	247968
609	386942	247389
610	387646	246799
611	388321	246190
612	389188	245703
613	389700	244990
614	390521	244472
615	391065	243781
616	391641	243109
617	392436	242573
618	393143	241983
619	394042	241509
620	394567	240807
621	395138	240132
622	395800	239513
623	396434	238876
624	397150	238290
625	397917	237733
626	398658	237160
627	399255	236501
628	400052	235961
629	400647	235301
630	401269	234657
631	401975	234061
632	402733	233496
633	403290	232814
634	403861	232140
635	404600	231563
636	405323	230977
637	405973	230348
638	406792	229815
639	407515	229227
640	408129	228578
641	408861	227994
642	409543	227382
643	410267	226793
644	410921	226166
645	411659	225584
646	412532	225075
647	413447	224588
648	414361	224099
649	415344	223647
650	416085	223062
651	417053	222598
652	418020	222133
653	418906	221623
654	419927	221183
655	421000	220768
656	422012	220320
657	422934	219823
658	423728	219258
659	424436	218649
660	425250	218093
661	426115	217563
662	426925	217004
663	427646	216399
664	428398	215809
665	428936	215112
666	429906	214630
667	430696	214058
668	431443	213464
669	432196	212873
670	432929	212270
671	433741	211707
672	434580	211155
673	435401	210594
674	436093	209970
675	436953	209427
676	437740	208847
677	438437	208225
678	439076	207574
679	439828	206978
680	440517	206350
681	441292	205763
682	442226	205249
683	443033	204676
684	444086	204214
685	445663	203991
686	446401	203382
687	447080	202745
688	447760	202109
689	448387	201449
690	449081	200819
691	449868	200230
692	450579	199607
693	451199	198943
694	451992	198356
695	452727	197743
696	453540	197163
697	454147	196493
698	454885	195880
699	455899	195385
700	456708	194801
701	457451	194188
702	458202	193579
703	458896	192945
704	459715	192363
705	460787	191885
706	462029	191477
707	462895	190911
708	463795	190358
709	464928	189900
710	466073	189444
711	467247	188999
712	468456	188565
713	469886	188217
714	471082	187774
715	472013	187223
716	473144	186750
717	474202	186246
718	475190	185714
719	476282	185221
720	477630	184825
721	478714	184324
722	479748	183804
723	480673	183240
724	481673	182703
725	482669	182164
726	483577	181590
727	484693	181094
728	486215	180746
729	487376	180262
730	488410	179729
731	489478	179207
732	490893	178811
733	491755	178211
734	492805	177678
735	493927	177169
736	494892	176603
737	495948	176068
738	497173	175591
739	498281	175071
740	499599	174623
741	501630	174421
742	502962	173972
743	504646	173641
744	506615	173405
745	508045	172980
746	508955	172377
747	509718	171723
748	510615	171114
749	511542	170514
750	512317	169862
751	513101	169214
752	513791	168534
753	514747	167941
754	515796	167377
755	516677	166758
756	517815	166220
757	518941	165677
758	520163	165163
759	521423	164660
760	522401	164065
761	523475	163500
762	524812	163015
763	525970	162472
764	527345	161995
765	528863	161558
766	530090	161031
767	530898	160375
768	531938	159788
769	532943	159190
770	533967	158597
771	534848	157960
772	535820	157349
773	536939	156780
774	537867	156155
775	538787	155526
776	539657	154882
777	540837	154326
778	541934	153745
779	542913	153129
780	543955	152530
781	544816	151879
782	546061	151335
783	546965	150694
784	547697	150006
785	548493	149335
786	549402	148694
787	550227	148030
788	551024	147358
789	551859	146696
790	552770	146054
791	553531	145371
792	554479	144738
793	555356	144084
794	556258	143437
795	557050	142761
796	558019	142130
797	558826	141457
798	559692	140798
799	560818	140204
800	561512	139501
801	562309	138824
802	563845	138328
803	564827	137694
804	565628	137015
805	566366	136321
806	566996	135601
807	567627	134881
808	568332	134179
809	569047	133480
810	570049	132847
811	571018	132206
812	571893	131542
813	572572	130833
814	573517	130184
815	574124	129459
816	574988	128791
817	575720	128094
818	576528	127413
819	577741	126821
820	578645	126160
821	579769	125546
822	581008	124955
823	581983	124307
824	583210	123711
825	584331	123091
826	585346	122448
827	586753	121885
828	587557	121197
829	588374	120510
830	589224	119830
831	590120	119159
832	590875	118458
833	591685	117769
834	592532	117087
835	593359	116400
836	594298	115735
837	595056	115034
838	595790	114329
839	597055	113724
840	598262	113107
841	599206	112440
842	600184	111778
843	601131	111109
844	602056	110436
845	602728	109716
846	603486	109012
847	604288	108315
848	605026	107607
849	605866	106917
850	606804	106244
851	607548	105536
852	608322	104834
853	609227	104153
854	610202	103484
855	610993	102783
856	611937	102108
857	612929	101440
858	613820	100755
859	614657	100060
860	615759	99408
861	616581	98710
862	617590	98041
863	618636	97378
864	619503	96685
865	620617	96030
866	621793	95384
867	622748	94703
868	623901	94051
869	624938	93381
870	625682	92667
871	626521	91966
872	627258	91250
873	628191	90563
874	628977	89853
875	630041	89184
876	631937	88629
877	633057	87964
878	633993	87273
879	634986	86589
880	635944	85899
881	636901	85209
882	637705	84497
883	638683	83809
884	639381	83083
885	640059	82355
886	640853	81642
887	641675	80932
888	642387	80208
889	643404	79521
890	644314	78821
891	645132	78110
892	645868	77388
893	646584	76664
894	647225	75931
895	648021	75216
896	648903	74511
897	649689	73795
898	650489	73080
899	651325	72369
900	652235	71666
901	653065	70953
902	653775	70228
903	654597	69514
904	655279	68786
905	655928	68054
906	657001	67366
907	657849	66654
908	659068	65979
909	659798	65254
910	660936	64570
911	661896	63867
912	662932	63170
913	663737	62452
914	664676	61745
915	665572	61035
916	666453	60322
917	667440	59618
918	668514	58922
919	669460	58213
920	670394	57503
921	671369	56797
922	672151	56073
923	673254	55375
924	674559	54694
925	675845	54009
926	677604	53360
927	679327	52706
928	680113	51978
929	681554	51299
930	686336	50867
931	688603	50241
932	690149	49560
933	691544	48867
934	692858	48166
935	694382	47479
936	695925	46791
937	697377	46095
938	699618	45449
939	701965	44806
940	703918	44135
941	705608	43445
942	707218	42748
943	709114	42066
944	711579	41414
945	713419	40723
946	715485	40043
947	718379	39404
948	720740	38733
949	722908	38047
950	725598	37386
951	727527	36682
952	732728	36136
953	734780	35429
954	736592	34708
955	738478	33988
956	740216	33259
957	741829	32522
958	743425	31783
959	745366	31056
960	747119	30320
961	749121	29591
962	750037	28817
963	751021	28046
964	751978	27273
965	752812	26496
966	753660	25719
967	754667	24947
968	755697	24176
969	756599	23399
970	757767	22631
971	758597	21852
972	760091	21091
973	762551	20355
974	764125	19592
975	765577	18825
976	767030	18057
977	768092	17278
978	768883	16492
979	769790	15710
980	771180	14936
981	772289	14156
982	773402	13375
983	774516	12593
984	775403	11808
985	776453	11024
986	777502	10240
987	778603	9456
988	779416	8668
989	780423	7883
990	781301	7095
991	782160	6307
992	783093	5520
993	783987	4732
994	784960	3944
995	785798	3155
996	786925	2367
997	788338	1579
998	789551	790
999	790665	0
