iter	RMSE
484	0.3754700531
485	0.3754585818
486	0.3754485708
487	0.375438318
488	0.3754258929
489	0.3754077837
490	0.3753970907
491	0.3753823479
492	0.3753690862
493	0.3753539613
494	0.3753465716
495	0.3753311328
496	0.375320503
497	0.375311252
498	0.3753025525
499	0.3752839714
500	0.3752711169
501	0.3752573394
502	0.3752435004
503	0.3752297928
504	0.3752103657
505	0.3751960744
506	0.3751847761
507	0.3751752478
508	0.3751633923
509	0.3751525387
510	0.3751412987
511	0.3751309026
512	0.3751218777
513	0.3751087916
514	0.3750985216
515	0.3750851742
516	0.3750718406
517	0.375062226
518	0.3750457635
519	0.3750324391
520	0.3750155592
521	0.3750061069
522	0.3749959283
523	0.3749827994
524	0.374970235
525	0.3749567164
526	0.374947697
527	0.374938194
528	0.3749168999
529	0.3749063804
530	0.3748971886
531	0.3748810249
532	0.3748713372
533	0.374863156
534	0.374851672
535	0.3748395756
536	0.3748273173
537	0.3748154027
538	0.3747991391
539	0.374788929
540	0.374780144
541	0.3747706813
542	0.3747568034
543	0.3747465703
544	0.3747284205
545	0.3747160705
546	0.374705236
547	0.3746916804
548	0.3746807608
549	0.3746714363
550	0.3746568898
551	0.37464452
552	0.3746367192
553	0.3746140095
554	0.3746042494
555	0.3745927199
556	0.3745812563
557	0.3745735505
558	0.37456143
559	0.3745489335
560	0.3745346114
561	0.3745229634
562	0.3745029418
563	0.3744952622
564	0.3744857034
565	0.3744764728
566	0.3744631209
567	0.3744529467
568	0.3744412737
569	0.3744311033
570	0.3744181825
571	0.3744064274
572	0.3743963232
573	0.374383809
574	0.374364215
575	0.3743553667
576	0.3743480313
577	0.3743405237
578	0.3743281849
579	0.3743164356
580	0.3743073107
581	0.3742958732
582	0.3742873869
583	0.3742759667
584	0.3742667169
585	0.3742586963
586	0.3742400773
587	0.3742290653
588	0.3742214586
589	0.3742104236
590	0.3742007471
591	0.3741859922
592	0.3741797511
593	0.3741630227
594	0.3741552061
595	0.3741482657
596	0.3741381066
597	0.3741294421
598	0.3741188435
599	0.3741133694
600	0.3741016745
601	0.3740946427
602	0.3740790356
603	0.3740677224
604	0.3740580487
605	0.3740483341
606	0.374030885
607	0.3740177713
608	0.3740074381
609	0.3739990201
610	0.3739916089
611	0.3739801784
612	0.373971645
613	0.3739569376
614	0.3739453683
615	0.3739356817
616	0.3739242495
617	0.3739140651
618	0.3738958695
619	0.3738865872
620	0.3738712903
621	0.3738604772
622	0.3738517799
623	0.3738418997
624	0.3738314388
625	0.373819755
626	0.3738109712
627	0.3738017854
628	0.3737928842
629	0.3737842877
630	0.3737734491
631	0.3737588256
632	0.373751357
633	0.3737419185
634	0.3737263689
635	0.3737160138
636	0.3737061184
637	0.3736985828
638	0.3736906387
639	0.373680136
640	0.3736697965
641	0.3736610702
642	0.3736524265
643	0.3736403185
644	0.3736316352
645	0.3736153917
646	0.37360742
647	0.3735971923
648	0.3735863818
649	0.3735711092
650	0.3735580027
651	0.3735433059
652	0.3735355121
653	0.3735203019
654	0.373510294
655	0.373499079
656	0.3734914102
657	0.373482528
658	0.3734762354
659	0.3734662922
660	0.3734564685
661	0.3734482008
662	0.3734392077
663	0.3734260024
664	0.3734163835
665	0.3734073088
666	0.3733961383
667	0.3733883917
668	0.3733821688
669	0.3733739422
670	0.3733659579
671	0.3733572754
672	0.3733464628
673	0.3733352011
674	0.3733281733
675	0.373323866
676	0.3733140866
677	0.3733051129
678	0.373297678
679	0.3732930723
680	0.3732831366
681	0.3732719119
682	0.3732592466
683	0.3732502332
684	0.3732405641
685	0.3732333048
686	0.373226747
687	0.3732218969
688	0.3732127774
689	0.3732000135
690	0.373192103
691	0.3731855424
692	0.3731742756
693	0.3731668139
694	0.373158658
695	0.3731508195
696	0.3731412618
697	0.3731314133
698	0.3731183929
699	0.3731106702
700	0.3731027967
701	0.3730950547
702	0.37308698
703	0.3730792402
704	0.3730732502
705	0.3730639769
706	0.3730481925
707	0.3730364652
708	0.3730308109
709	0.3730207853
710	0.3730119737
711	0.3730055491
712	0.3729992566
713	0.3729866387
714	0.3729790039
715	0.3729661191
716	0.3729569035
717	0.3729471986
718	0.3729370843
719	0.3729290493
720	0.3729181765
721	0.3729047772
722	0.3728980412
723	0.3728916596
724	0.3728842249
725	0.372876884
726	0.3728689051
727	0.3728599909
728	0.3728514027
729	0.3728403552
730	0.372834961
731	0.3728256218
732	0.3728162778
733	0.3728033279
734	0.37279382
735	0.3727866814
736	0.3727768087
737	0.3727675584
738	0.3727613086
739	0.3727530747
740	0.3727450303
741	0.3727366031
742	0.372730212
743	0.3727243042
744	0.3727145735
745	0.3727052237
746	0.3726983482
747	0.3726925684
748	0.3726859501
749	0.3726751226
750	0.3726686914
751	0.3726611895
752	0.3726554841
753	0.3726483122
754	0.3726393216
755	0.372628563
756	0.3726218064
757	0.3726163751
758	0.3726098838
759	0.3726042031
760	0.3725992439
761	0.3725914906
762	0.3725859402
763	0.3725766802
764	0.3725687736
765	0.3725613213
766	0.3725531018
767	0.3725448028
768	0.3725385934
769	0.3725306426
770	0.3725242357
771	0.3725121537
772	0.3725047102
773	0.3724956464
774	0.3724873391
775	0.3724777317
776	0.372470326
777	0.3724644208
778	0.372454891
779	0.3724465881
780	0.3724404798
781	0.3724322408
782	0.3724257804
783	0.372414695
784	0.3724036785
785	0.3723938729
786	0.3723869035
787	0.3723777975
788	0.3723708423
789	0.3723645284
790	0.3723582412
791	0.3723461713
792	0.372338377
793	0.3723318722
794	0.3723266106
795	0.3723208221
796	0.3723146007
797	0.372305902
798	0.3723005156
799	0.3722949476
800	0.3722867411
801	0.3722802391
802	0.3722731363
803	0.3722665251
804	0.3722585921
805	0.372250876
806	0.3722433024
807	0.372236058
808	0.372230525
809	0.3722219893
810	0.3722145821
811	0.3722079049
812	0.3722038248
813	0.3721956941
814	0.372188798
815	0.3721764107
816	0.3721697637
817	0.372161595
818	0.3721572892
819	0.3721511938
820	0.3721403046
821	0.3721342053
822	0.3721278881
823	0.3721195395
824	0.3721124584
825	0.3721058969
826	0.3720971514
827	0.3720919574
828	0.3720860798
829	0.3720781839
830	0.3720700169
831	0.3720631961
832	0.3720531946
833	0.3720486254
834	0.3720425218
835	0.3720362388
836	0.3720282066
837	0.3720246644
838	0.3720145838
839	0.3720049689
840	0.3719979545
841	0.3719887968
842	0.3719808768
843	0.3719727699
844	0.3719637579
845	0.3719537161
846	0.3719443162
847	0.3719381921
848	0.3719354987
849	0.3719293199
850	0.3719233168
851	0.3719175239
852	0.3719080783
853	0.3719021979
854	0.3718976112
855	0.3718909169
856	0.3718840208
857	0.3718768105
858	0.3718654868
859	0.3718618958
860	0.3718559945
861	0.3718483676
862	0.371839133
863	0.3718303124
864	0.3718217643
865	0.371813276
866	0.3718084476
867	0.3718015526
868	0.3717930291
869	0.3717890012
870	0.3717823894
871	0.371776709
872	0.3717711927
873	0.3717650733
874	0.3717580093
875	0.3717510246
876	0.3717468296
877	0.3717380956
878	0.3717285884
879	0.3717179235
880	0.3717106453
881	0.3717062585
882	0.3716970639
883	0.3716902991
884	0.3716852011
885	0.371675098
886	0.3716657483
887	0.3716602568
888	0.3716521368
889	0.3716470529
890	0.371636695
891	0.3716294484
892	0.3716220436
893	0.3716154661
894	0.3716101511
895	0.3716056351
896	0.3716000741
897	0.3715933518
898	0.3715879411
899	0.3715813093
900	0.3715741356
901	0.3715679697
902	0.3715597138
903	0.3715536317
904	0.3715482136
905	0.3715431643
906	0.3715365122
907	0.3715276524
908	0.3715187972
909	0.3715146688
910	0.3715102
911	0.371503876
912	0.3714990117
913	0.3714923499
914	0.3714838031
915	0.3714790283
916	0.371475509
917	0.3714676143
918	0.3714632052
919	0.3714570753
920	0.3714522012
921	0.3714456124
922	0.3714383712
923	0.3714308336
924	0.3714250675
925	0.3714202035
926	0.3714131599
927	0.3714081684
928	0.3714003867
929	0.3713960375
930	0.371390109
931	0.3713861329
932	0.3713801952
933	0.3713747959
934	0.3713700096
935	0.3713662925
936	0.371358085
937	0.3713552448
938	0.3713507563
939	0.37134569
940	0.3713416774
941	0.371336556
942	0.3713319902
943	0.3713263235
944	0.3713222144
945	0.3713169379
946	0.3713105906
947	0.371304859
948	0.3712971302
949	0.3712928864
950	0.3712868857
951	0.3712837116
952	0.3712788209
953	0.3712713712
954	0.3712650092
955	0.3712619402
956	0.3712558982
957	0.3712518776
958	0.3712459567
959	0.3712414083
960	0.3712355704
961	0.3712317849
962	0.3712253331
963	0.3712188679
964	0.371212225
965	0.371207558
966	0.3712025695
967	0.3711976361
968	0.3711941626
969	0.371186982
970	0.3711839871
971	0.3711778359
972	0.3711720107
973	0.3711665865
974	0.3711600495
975	0.3711517839
976	0.3711458518
977	0.3711433535
978	0.3711383281
979	0.3711351938
980	0.3711316228
981	0.3711269567
982	0.3711202061
983	0.3711134989
984	0.3711080415
985	0.3711017907
986	0.3710965985
987	0.3710916695
988	0.3710836801
989	0.3710752059
990	0.3710671221
991	0.3710618756
992	0.3710545293
993	0.3710493638
994	0.3710447225
995	0.3710406581
996	0.3710382795
997	0.3710333347
998	0.3710274281
999	0.3710231054
