iter	RMSE
311	0.3781140983
312	0.3780969976
313	0.3780842761
314	0.3780639631
315	0.3780414162
316	0.3780214251
317	0.3780017395
318	0.3779810827
319	0.3779523281
320	0.3779356019
321	0.3779070173
322	0.3778935994
323	0.3778793443
324	0.3778563017
325	0.3778365645
326	0.3778217676
327	0.3778070485
328	0.377788478
329	0.3777725704
330	0.3777480869
331	0.3777304403
332	0.3777116803
333	0.3776956416
334	0.3776530427
335	0.3776351192
336	0.3776186524
337	0.3775987418
338	0.3775850353
339	0.3775370502
340	0.3775217025
341	0.3774847266
342	0.377459206
343	0.3774341696
344	0.3774183776
345	0.3773998524
346	0.3773812212
347	0.3773649905
348	0.377351787
349	0.3773289861
350	0.3773131622
351	0.3773012755
352	0.3772852187
353	0.3772680487
354	0.3772549651
355	0.3772383649
356	0.377222873
357	0.3771954773
358	0.3771758086
359	0.3771619129
360	0.3771437158
361	0.3771278242
362	0.3771104581
363	0.3770937536
364	0.3770818066
365	0.3770667548
366	0.3770501531
367	0.3770302198
368	0.3770022346
369	0.3769875669
370	0.3769767947
371	0.3769621297
372	0.3769449765
373	0.3769341017
374	0.3769105712
375	0.3768868415
376	0.3768695803
377	0.3768555737
378	0.3768408481
379	0.3768233316
380	0.3768069366
381	0.3767950932
382	0.3767871424
383	0.3767717845
384	0.376753108
385	0.3767337667
386	0.3767222318
387	0.3766972431
388	0.3766844231
389	0.3766724349
390	0.3766604866
391	0.3766495235
392	0.3766355704
393	0.37662182
394	0.3766079319
395	0.3765918174
396	0.3765780355
397	0.3765620405
398	0.3765505089
399	0.3765324194
400	0.3765194553
401	0.3765044326
402	0.3764857889
403	0.3764706156
404	0.3764474381
405	0.3764256008
406	0.3764122627
407	0.3763981858
408	0.3763824027
409	0.3763671858
410	0.3763550313
411	0.376339744
412	0.3763264047
413	0.376310978
414	0.3762980969
415	0.3762865241
416	0.3762724447
417	0.3762610477
418	0.3762365613
419	0.3762089
420	0.3761974533
421	0.3761796705
422	0.3761674286
423	0.3761509749
424	0.376139581
425	0.3761148405
426	0.3760999581
427	0.3760856263
428	0.3760649829
429	0.3760498961
430	0.376037419
431	0.3760238641
432	0.3760084232
433	0.3759974724
434	0.3759866386
435	0.3759705935
436	0.3759573529
437	0.3759464109
438	0.3759334368
439	0.3759225209
440	0.3759115548
441	0.3758976904
442	0.3758870605
443	0.3758748771
444	0.3758621958
445	0.3758491408
446	0.375836539
447	0.3758262798
448	0.3758149884
449	0.3758067319
450	0.3757969322
451	0.3757766615
452	0.3757644667
453	0.375754407
454	0.375743394
455	0.3757335876
456	0.3757185734
457	0.3757099396
458	0.3756984368
459	0.375689881
460	0.3756745615
461	0.3756603986
462	0.3756517357
463	0.3756399491
464	0.3756259421
465	0.3756162211
466	0.3756072582
467	0.3755949668
468	0.375587261
469	0.3755778045
470	0.3755655226
471	0.3755564556
472	0.3755492893
473	0.375534653
474	0.3755199255
475	0.375507287
476	0.3754948807
477	0.3754741469
478	0.3754623247
479	0.3754528055
480	0.3754452413
481	0.3754341113
482	0.375424407
483	0.3754083694
484	0.3753902052
485	0.3753786184
486	0.3753704747
487	0.3753629452
488	0.3753522544
489	0.3753426704
490	0.3753278995
491	0.3753169638
492	0.3753038282
493	0.3752978969
494	0.3752844996
495	0.3752784
496	0.3752709482
497	0.3752565069
498	0.3752419901
499	0.3752313502
500	0.3752211214
501	0.3752100885
502	0.3751982098
503	0.3751837249
504	0.3751746002
505	0.3751647363
506	0.3751539408
507	0.3751426617
508	0.375128584
509	0.3751183523
510	0.3751065329
511	0.3750963457
512	0.375086608
513	0.3750769054
514	0.3750713132
515	0.3750616087
516	0.3750476994
517	0.3750352766
518	0.3750282497
519	0.375019406
520	0.3750098708
521	0.3750052817
522	0.3749956754
523	0.3749897814
524	0.3749814889
525	0.3749717948
526	0.374959161
527	0.3749459775
528	0.3749321632
529	0.3749203912
530	0.3749036959
531	0.3748926493
532	0.3748852785
533	0.3748773602
534	0.3748671759
535	0.3748549618
536	0.3748401282
537	0.3748283489
538	0.3748178558
539	0.3748059409
540	0.3747951149
541	0.374778816
542	0.3747696991
543	0.374759248
544	0.3747417789
545	0.3747306181
546	0.3747251401
547	0.3747120318
548	0.374701665
549	0.3746904915
550	0.3746787356
551	0.3746694721
552	0.3746579185
553	0.3746439881
554	0.3746268635
555	0.3746182231
556	0.3746074222
557	0.3745975989
558	0.3745865862
559	0.3745789285
560	0.3745708635
561	0.3745607744
562	0.3745490994
563	0.3745372433
564	0.3745300585
565	0.3745222102
566	0.3745150212
567	0.3745060133
568	0.3744987547
569	0.3744889047
570	0.3744816856
571	0.3744714602
572	0.3744563416
573	0.3744478428
574	0.3744444885
575	0.3744359824
576	0.3744304905
577	0.3744182897
578	0.3744090423
579	0.3744026758
580	0.3743956469
581	0.3743798765
582	0.3743702896
583	0.3743617622
584	0.3743482129
585	0.3743418098
586	0.3743359671
587	0.3743294392
588	0.3743215576
589	0.3743154365
590	0.3743099917
591	0.374303763
592	0.3742962203
593	0.3742857407
594	0.3742726963
595	0.3742635455
596	0.3742520238
597	0.3742441928
598	0.374232828
599	0.3742159266
600	0.3742094862
601	0.3742000166
602	0.3741917737
603	0.3741857826
604	0.374177203
605	0.3741696409
606	0.3741622554
607	0.3741518666
608	0.3741421564
609	0.3741355103
610	0.3741300612
611	0.3741198529
612	0.3741145958
613	0.3741037575
614	0.3740968321
615	0.3740835097
616	0.3740757202
617	0.3740645607
618	0.3740562686
619	0.374052249
620	0.3740425254
621	0.3740345152
622	0.374025533
623	0.3740171868
624	0.3740011906
625	0.3739898105
626	0.3739786485
627	0.3739726443
628	0.3739663579
629	0.3739584796
630	0.3739508073
631	0.3739432179
632	0.373935802
633	0.3739264124
634	0.3739205545
635	0.3739120897
636	0.3739004562
637	0.3738887174
638	0.3738825243
639	0.373875598
640	0.373862935
641	0.3738512639
642	0.3738463695
643	0.3738416519
644	0.3738319287
645	0.3738247248
646	0.3738155223
647	0.3738032645
648	0.3737910816
649	0.3737838412
650	0.3737784417
651	0.3737734413
652	0.3737616111
653	0.3737568862
654	0.3737467155
655	0.3737369153
656	0.3737312074
657	0.3737219193
658	0.3737171755
659	0.3737095441
660	0.3736996292
661	0.37369039
662	0.3736780229
663	0.3736662746
664	0.373657073
665	0.3736492053
666	0.3736388441
667	0.3736307206
668	0.3736251572
669	0.3736144402
670	0.3736072718
671	0.3735990732
672	0.3735927131
673	0.3735848531
674	0.37358106
675	0.3735752024
676	0.3735714408
677	0.373563099
678	0.3735524648
679	0.3735451036
680	0.3735387809
681	0.373525745
682	0.373515514
683	0.3735112849
684	0.3735006092
685	0.3734933936
686	0.3734881368
687	0.3734821211
688	0.3734757484
689	0.3734734866
690	0.3734665113
691	0.3734593701
692	0.3734558748
693	0.3734461926
694	0.3734406854
695	0.3734315468
696	0.3734197985
697	0.3734088382
698	0.3734037255
699	0.3733979814
700	0.3733930198
701	0.373384845
702	0.3733785221
703	0.373370577
704	0.3733653953
705	0.373355016
706	0.3733435762
707	0.3733335746
708	0.3733290873
709	0.3733215033
710	0.373313589
711	0.3733094973
712	0.3733022734
713	0.3732968866
714	0.3732861134
715	0.3732796353
716	0.3732694675
717	0.3732644387
718	0.3732588342
719	0.3732498358
720	0.3732442742
721	0.3732401751
722	0.3732343547
723	0.3732290602
724	0.3732216146
725	0.3732122414
726	0.3732072601
727	0.3732027292
728	0.3731950845
729	0.3731889388
730	0.3731840005
731	0.3731761076
732	0.3731717136
733	0.3731627137
734	0.3731584592
735	0.3731536442
736	0.373147826
737	0.3731444917
738	0.3731406862
739	0.3731321665
740	0.3731257457
741	0.3731243108
742	0.373119885
743	0.3731136443
744	0.3731088379
745	0.3731005879
746	0.3730948298
747	0.3730873443
748	0.3730826758
749	0.3730782911
750	0.3730745819
751	0.3730705138
752	0.3730664612
753	0.3730616743
754	0.3730527758
755	0.373046796
756	0.3730407744
757	0.3730358589
758	0.3730298583
759	0.3730179653
760	0.3730112697
761	0.3730040559
762	0.3729978759
763	0.3729922407
764	0.3729848865
765	0.3729812475
766	0.3729754613
767	0.3729724461
768	0.3729685591
769	0.3729618234
770	0.3729548229
771	0.3729497299
772	0.3729450573
773	0.3729397185
774	0.3729341031
775	0.3729296248
776	0.3729268165
777	0.372924134
778	0.3729153477
779	0.3729104531
780	0.3729018098
781	0.3728982344
782	0.3728931548
783	0.3728883418
784	0.3728838138
785	0.3728780581
786	0.3728747759
787	0.3728683797
788	0.3728648923
789	0.3728594175
790	0.3728530519
791	0.372847764
792	0.3728439816
793	0.3728366466
794	0.3728294363
795	0.3728257672
796	0.3728196234
797	0.3728129699
798	0.3728045088
799	0.3727991047
800	0.3727945685
801	0.3727881571
802	0.3727804937
803	0.3727764928
804	0.3727698408
805	0.3727619786
806	0.3727549479
807	0.3727469922
808	0.3727410543
809	0.3727332287
810	0.3727290489
811	0.3727216593
812	0.3727171067
813	0.3727090255
814	0.37270538
815	0.3726981024
816	0.3726920066
817	0.3726816857
818	0.3726754231
819	0.3726676019
820	0.3726585692
821	0.3726489717
822	0.372645615
823	0.3726399667
824	0.3726305358
825	0.3726258226
826	0.372619495
827	0.3726118661
828	0.3726081893
829	0.372604874
830	0.3726006325
831	0.372593318
832	0.3725843978
833	0.3725811335
834	0.3725738979
835	0.3725699669
836	0.3725673277
837	0.3725590037
838	0.3725495677
839	0.3725462724
840	0.3725392725
841	0.3725358397
842	0.3725326319
843	0.3725267878
844	0.3725202918
845	0.3725161948
846	0.3725146184
847	0.3725096783
848	0.3725042066
849	0.3725011542
850	0.372496671
851	0.3724930494
852	0.3724902353
853	0.3724839344
854	0.3724774075
855	0.3724696514
856	0.3724655909
857	0.372461895
858	0.3724558333
859	0.3724515622
860	0.3724476285
861	0.3724431341
862	0.372435048
863	0.3724288239
864	0.3724209089
865	0.3724151504
866	0.3724069749
867	0.3724046414
868	0.3723972748
869	0.3723897199
870	0.3723852159
871	0.3723765083
872	0.3723731486
873	0.3723662592
874	0.3723597413
875	0.3723597163
876	0.3723545239
877	0.3723521592
878	0.3723450423
879	0.3723374809
880	0.3723345695
881	0.372328199
882	0.3723195545
883	0.3723146657
884	0.3723036935
885	0.3722967019
886	0.3722918985
887	0.3722887298
888	0.3722855806
889	0.3722787053
890	0.3722759615
891	0.3722690144
892	0.3722619062
893	0.3722545008
894	0.3722505293
895	0.3722457883
896	0.3722398951
897	0.3722372858
898	0.3722302032
899	0.3722249692
900	0.3722223901
901	0.3722196675
902	0.3722144871
903	0.3722113753
904	0.3722077597
905	0.3722035501
906	0.3721940155
907	0.3721874904
908	0.3721813128
909	0.3721783632
910	0.372169519
911	0.3721652518
912	0.3721613701
913	0.3721588124
914	0.372152821
915	0.3721463367
916	0.372141753
917	0.3721371459
918	0.3721354677
919	0.3721252031
920	0.372117865
921	0.372115072
922	0.3721068184
923	0.3720989373
924	0.3720896692
925	0.372076347
926	0.3720705557
927	0.3720673478
928	0.3720631614
929	0.3720581307
930	0.3720542495
931	0.372048654
932	0.3720461613
933	0.3720409363
934	0.3720368241
935	0.3720287439
936	0.3720251154
937	0.3720224609
938	0.3720168932
939	0.3720121092
940	0.3720079558
941	0.3720043516
942	0.3719992663
943	0.3719924343
944	0.3719877047
945	0.371981027
946	0.3719749569
947	0.3719670661
948	0.3719636768
949	0.3719618619
950	0.3719552212
951	0.3719464833
952	0.3719387713
953	0.3719328972
954	0.371927173
955	0.3719232457
956	0.3719178229
957	0.3719141507
958	0.3719127157
959	0.3719099173
960	0.3719033546
961	0.3718989998
962	0.3718953134
963	0.3718872315
964	0.3718846849
965	0.3718800398
966	0.3718757395
967	0.3718702506
968	0.3718665691
969	0.3718587471
970	0.3718538286
971	0.3718478377
972	0.3718402569
973	0.3718338643
974	0.3718285818
975	0.3718232779
976	0.371818339
977	0.3718165338
978	0.371808932
979	0.3718003795
980	0.3717945191
981	0.371789628
982	0.3717842726
983	0.3717818721
984	0.3717770163
985	0.3717727618
986	0.3717687296
987	0.3717623035
988	0.3717560879
989	0.3717488805
990	0.3717437672
991	0.3717386589
992	0.3717367752
993	0.3717314
994	0.3717243878
995	0.3717233345
996	0.3717195628
997	0.3717156513
998	0.3717114204
999	0.3717049994
