rmse_dollars,mae_dollars,mape_pct,r2_log,model
91883.41047809215,67285.04193413531,33.31067041908937,0.4818193861574346,fast_linear
91055.67962333959,66900.07177998284,33.28773791394846,0.48398570950037145,smart_tree
